reads_clean
IT.210	128229
IT.211	34418
IT.212	89391
IT.213	43394
IT.214	57471
IT.215	38541
IT.241	79584
IT.242	56297
IT.243	93803
IT.244	177365
IT.245	70909
IT.246	85943
IT.247	161698
