reads_all
IT.210	134621
IT.211	38603
IT.212	104022
IT.213	50212
IT.214	60790
IT.215	45408
BL.001	324
IT.241	92521
IT.242	63273
IT.243	98966
IT.244	191468
IT.245	80292
IT.246	93075
IT.247	180805
